# number of photons to be run per band/weight
# (Kato et al., thermal)
# THIS IS JUST A DUMMY TO GET MYSTIC RUNNING; 
1 1 1 1 1 0.00173913043478261
2 1 1 1 1 0.00173913043478261
3 1 1 1 1 0.00173913043478261
4 1 1 1 1 0.00173913043478261
5 1 1 1 1 0.00173913043478261
6 1 1 1 1 0.00173913043478261
7 1 1 1 1 0.00173913043478261
8 1 1 1 1 0.00173913043478261
9 1 1 1 1 0.00173913043478261
10 1 1 1 1 0.00173913043478261
10 1 1 1 2 0.00173913043478261
10 1 1 1 3 0.00173913043478261
10 1 1 1 4 0.00173913043478261
10 1 1 1 5 0.00173913043478261
11 1 1 1 1 0.00173913043478261
12 1 1 1 1 0.00173913043478261
12 1 1 1 2 0.00173913043478261
12 1 1 1 3 0.00173913043478261
12 1 1 1 4 0.00173913043478261
12 1 1 1 5 0.00173913043478261
12 1 1 1 6 0.00173913043478261
13 1 1 1 1 0.00173913043478261
14 1 1 1 1 0.00173913043478261
14 1 1 1 2 0.00173913043478261
14 1 1 1 3 0.00173913043478261
14 1 1 1 4 0.00173913043478261
14 1 1 1 5 0.00173913043478261
14 1 1 1 6 0.00173913043478261
15 1 1 1 1 0.00173913043478261
16 1 1 1 1 0.00173913043478261
16 1 1 1 2 0.00173913043478261
16 1 1 1 3 0.00173913043478261
16 1 1 1 4 0.00173913043478261
16 1 1 1 5 0.00173913043478261
16 1 1 1 6 0.00173913043478261
16 1 1 2 1 0.00173913043478261
16 1 1 2 2 0.00173913043478261
16 1 1 2 3 0.00173913043478261
16 1 1 2 4 0.00173913043478261
16 1 1 2 5 0.00173913043478261
16 1 1 2 6 0.00173913043478261
16 1 1 3 1 0.00173913043478261
16 1 1 3 2 0.00173913043478261
16 1 1 3 3 0.00173913043478261
16 1 1 3 4 0.00173913043478261
16 1 1 3 5 0.00173913043478261
16 1 1 3 6 0.00173913043478261
16 1 1 4 1 0.00173913043478261
16 1 1 4 2 0.00173913043478261
16 1 1 4 3 0.00173913043478261
16 1 1 4 4 0.00173913043478261
16 1 1 4 5 0.00173913043478261
16 1 1 4 6 0.00173913043478261
16 1 1 5 1 0.00173913043478261
16 1 1 5 2 0.00173913043478261
16 1 1 5 3 0.00173913043478261
16 1 1 5 4 0.00173913043478261
16 1 1 5 5 0.00173913043478261
16 1 1 5 6 0.00173913043478261
16 1 1 6 1 0.00173913043478261
16 1 1 6 2 0.00173913043478261
16 1 1 6 3 0.00173913043478261
16 1 1 6 4 0.00173913043478261
16 1 1 6 5 0.00173913043478261
16 1 1 6 6 0.00173913043478261
17 1 1 1 1 0.00173913043478261
17 1 1 1 2 0.00173913043478261
17 1 1 1 3 0.00173913043478261
17 1 1 1 4 0.00173913043478261
17 1 1 1 5 0.00173913043478261
17 1 1 1 6 0.00173913043478261
18 1 1 1 1 0.00173913043478261
18 1 1 2 1 0.00173913043478261
18 1 1 3 1 0.00173913043478261
18 1 1 4 1 0.00173913043478261
18 1 1 5 1 0.00173913043478261
18 1 1 6 1 0.00173913043478261
19 1 1 1 1 0.00173913043478261
19 1 1 1 2 0.00173913043478261
19 1 1 1 3 0.00173913043478261
19 1 1 1 4 0.00173913043478261
19 1 1 1 5 0.00173913043478261
19 1 1 1 6 0.00173913043478261
20 1 1 1 1 0.00173913043478261
20 1 1 1 2 0.00173913043478261
20 1 1 1 3 0.00173913043478261
20 1 1 1 4 0.00173913043478261
20 1 1 1 5 0.00173913043478261
21 1 1 1 1 0.00173913043478261
21 1 1 1 2 0.00173913043478261
21 1 1 1 3 0.00173913043478261
21 1 1 1 4 0.00173913043478261
21 1 1 1 5 0.00173913043478261
21 1 1 1 6 0.00173913043478261
21 1 1 1 7 0.00173913043478261
21 1 1 1 8 0.00173913043478261
22 1 1 1 1 0.00173913043478261
22 1 1 1 2 0.00173913043478261
22 1 1 1 3 0.00173913043478261
22 1 1 1 4 0.00173913043478261
22 1 1 1 5 0.00173913043478261
22 1 1 1 6 0.00173913043478261
23 1 1 1 1 0.00173913043478261
23 1 1 1 2 0.00173913043478261
23 1 1 1 3 0.00173913043478261
23 1 1 1 4 0.00173913043478261
23 1 1 1 5 0.00173913043478261
23 1 1 1 6 0.00173913043478261
23 1 1 1 7 0.00173913043478261
24 1 1 1 1 0.00173913043478261
24 1 1 1 2 0.00173913043478261
24 1 1 1 3 0.00173913043478261
24 1 1 1 4 0.00173913043478261
24 1 1 1 5 0.00173913043478261
24 1 1 1 6 0.00173913043478261
24 1 1 1 7 0.00173913043478261
24 1 1 1 8 0.00173913043478261
25 1 1 1 1 0.00173913043478261
25 1 1 1 2 0.00173913043478261
25 1 1 1 3 0.00173913043478261
25 1 1 1 4 0.00173913043478261
25 1 1 1 5 0.00173913043478261
25 1 1 1 6 0.00173913043478261
25 2 1 1 1 0.00173913043478261
25 2 1 1 2 0.00173913043478261
25 2 1 1 3 0.00173913043478261
25 2 1 1 4 0.00173913043478261
25 2 1 1 5 0.00173913043478261
25 2 1 1 6 0.00173913043478261
25 3 1 1 1 0.00173913043478261
25 3 1 1 2 0.00173913043478261
25 3 1 1 3 0.00173913043478261
25 3 1 1 4 0.00173913043478261
25 3 1 1 5 0.00173913043478261
25 3 1 1 6 0.00173913043478261
25 4 1 1 1 0.00173913043478261
25 4 1 1 2 0.00173913043478261
25 4 1 1 3 0.00173913043478261
25 4 1 1 4 0.00173913043478261
25 4 1 1 5 0.00173913043478261
25 4 1 1 6 0.00173913043478261
25 5 1 1 1 0.00173913043478261
25 5 1 1 2 0.00173913043478261
25 5 1 1 3 0.00173913043478261
25 5 1 1 4 0.00173913043478261
25 5 1 1 5 0.00173913043478261
25 5 1 1 6 0.00173913043478261
25 6 1 1 1 0.00173913043478261
25 6 1 1 2 0.00173913043478261
25 6 1 1 3 0.00173913043478261
25 6 1 1 4 0.00173913043478261
25 6 1 1 5 0.00173913043478261
25 6 1 1 6 0.00173913043478261
25 7 1 1 1 0.00173913043478261
25 7 1 1 2 0.00173913043478261
25 7 1 1 3 0.00173913043478261
25 7 1 1 4 0.00173913043478261
25 7 1 1 5 0.00173913043478261
25 7 1 1 6 0.00173913043478261
26 1 1 1 1 0.00173913043478261
26 1 1 1 2 0.00173913043478261
26 1 1 1 3 0.00173913043478261
26 1 1 1 4 0.00173913043478261
26 1 1 1 5 0.00173913043478261
26 1 1 1 6 0.00173913043478261
26 1 1 1 7 0.00173913043478261
26 1 1 1 8 0.00173913043478261
26 1 1 1 9 0.00173913043478261
26 1 1 1 10 0.00173913043478261
26 1 1 1 11 0.00173913043478261
27 1 1 1 1 0.00173913043478261
27 1 1 1 2 0.00173913043478261
27 1 1 1 3 0.00173913043478261
27 1 1 1 4 0.00173913043478261
27 1 1 1 5 0.00173913043478261
27 1 1 1 6 0.00173913043478261
27 2 1 1 1 0.00173913043478261
27 2 1 1 2 0.00173913043478261
27 2 1 1 3 0.00173913043478261
27 2 1 1 4 0.00173913043478261
27 2 1 1 5 0.00173913043478261
27 2 1 1 6 0.00173913043478261
27 3 1 1 1 0.00173913043478261
27 3 1 1 2 0.00173913043478261
27 3 1 1 3 0.00173913043478261
27 3 1 1 4 0.00173913043478261
27 3 1 1 5 0.00173913043478261
27 3 1 1 6 0.00173913043478261
27 4 1 1 1 0.00173913043478261
27 4 1 1 2 0.00173913043478261
27 4 1 1 3 0.00173913043478261
27 4 1 1 4 0.00173913043478261
27 4 1 1 5 0.00173913043478261
27 4 1 1 6 0.00173913043478261
27 5 1 1 1 0.00173913043478261
27 5 1 1 2 0.00173913043478261
27 5 1 1 3 0.00173913043478261
27 5 1 1 4 0.00173913043478261
